CUS_ID,TRN_ID,VENDOR_ID,M_ENTITY,O_ENTITY,PROCESSING_DATE,SERVICE_DATE,TRANSACTION_DATE,ORDER_DATE,TRANSACTION_CODE,FEE_CURRENCY,BASE_CURRENCY,TARGET_CURRENCY,EXCHANGE_RATE,BASE_REVENUE,BASE_REVENUE_LOCAL,CALCULATION_FACTOR,CALCULATED_VALUE
7517,2484,B,B,3B,2025-08-16,2025-01-18,2025-02-25,2025-04-17,X,,EUR,GBP,0.8276,23.0,19.03,2,38.06
7518,2483,B,B,OU,2025-06-07,2025-06-14,2025-01-28,2025-09-12,X,,EUR,GBP,0.8276,132.0,109.24,2,218.48
7519,2482,B,B,3B,2025-09-17,2025-03-26,2025-07-17,2025-03-22,X,,USD,GBP,0.79289,101.19,80.23,2,160.46
7520,2481,B,B,3B,2025-09-18,2025-03-27,2025-07-14,2025-02-11,X,,USD,GBP,0.79289,2349.41,1862.82,2,3725.64
7521,2480,B,B,3B,2025-08-17,2025-07-28,2025-01-10,2025-06-21,X,,SEK,GBP,0.07201,8868.25,638.6,2,1277.2
7522,2479,B,B,3B,2025-04-29,2025-04-22,2025-09-15,2025-03-07,X,,EUR,GBP,0.8276,162.54,134.52,2,269.04
7523,2478,B,B,3B,2025-01-02,2025-01-16,2025-07-04,2025-04-20,X,,USD,GBP,0.79289,2850.93,2260.47,2,4520.94
7524,2477,B,B,3B,2025-07-08,2025-04-11,2025-02-18,2025-02-12,X,,USD,GBP,0.79289,242.4,192.2,2,384.4
7525,2476,B,B,3B,2025-09-13,2025-03-03,2025-09-24,2025-02-08,X,,INR,GBP,0.00933,195863.19,1827.4,4,7309.6
7526,2475,B,B,3B,2025-08-28,2025-05-07,2025-02-13,2025-04-19,Y,SAR,SAR,GBP,0.21144,180.0,38.06,2,76.12
7527,2474,B,B,3B,2025-07-25,2025-02-15,2025-04-08,2025-04-11,X,,USD,GBP,0.79289,1919.84,1522.22,2,3044.44
7528,2473,B,B,3B,2025-08-23,2025-03-29,2025-03-12,2025-09-06,X,,EUR,GBP,0.8276,358.5,296.69,3,890.07
7529,2472,B,B,3B,2025-09-21,2025-01-09,2025-09-14,2025-08-03,Y,USD,GBP,GBP,0.79289,939.0,744.52,5,3722.6
7530,2471,B,B,3B,2025-02-04,2025-07-27,2025-04-15,2025-04-10,X,,SAR,GBP,0.21144,298.77,63.17,2,126.34
7531,2470,A,A,ZZ,2025-03-07,2025-04-23,2025-07-26,2025-05-27,X,,USD,GBP,0.79289,1212.0,960.98,4,3843.92
7532,2469,B,B,3B,2025-03-18,2025-02-22,2025-04-14,2025-05-02,Y,USD,USD,GBP,0.79289,169.0,134.0,2,268.0
7533,2468,A,A,4M,2025-04-11,2025-07-21,2025-01-30,2025-06-13,X,,USD,GBP,0.79289,485.0,384.55,4,1538.2
7534,2467,A,A,ZZ,2025-09-17,2025-04-28,2025-03-15,2025-09-26,X,,USD,GBP,0.79289,380.0,301.3,2,602.6
7535,2466,B,B,3B,2025-07-13,2025-03-14,2025-07-19,2025-08-29,X,,EUR,GBP,0.8276,72.5,60.0,2,120.0
7536,2465,B,B,3B,2025-06-23,2025-08-14,2025-08-28,2025-09-21,X,,EUR,GBP,0.8276,190.0,157.24,2,314.48
7537,2464,B,B,3B,2025-08-23,2025-02-20,2025-04-08,2025-04-11,Y,USD,USD,GBP,0.79289,22.0,17.44,2,34.88
7538,2463,B,B,3B,2025-09-23,2025-02-28,2025-05-25,2025-08-19,X,,USD,GBP,0.79289,450.0,356.8,2,713.6
7539,2462,B,B,3B,2025-02-22,2025-02-09,2025-05-07,2025-05-11,X,,USD,GBP,0.79289,655.36,519.63,2,1039.26
7540,2461,B,B,3B,2025-05-17,2025-07-27,2025-03-29,2025-04-25,X,,EUR,GBP,0.8276,147.5,122.07,3,366.21
7541,2460,A,A,ZZ,2025-09-17,2025-06-12,2025-01-31,2025-04-02,X,,USD,GBP,0.79289,122.0,96.73,2,193.46
7542,2459,B,B,3B,2025-04-29,2025-05-22,2025-04-05,2025-02-17,X,,CHF,GBP,0.88543,120.2,106.43,2,212.86
7543,2458,B,B,3B,2025-02-11,2025-09-06,2025-07-30,2025-04-22,X,,CHF,GBP,0.88543,1726.74,1528.91,2,3057.82
7544,2457,B,B,3B,2025-09-27,2025-09-16,2025-01-29,2025-08-29,X,,NOK,GBP,0.07019,734.43,51.55,2,103.1
7545,2456,A,A,ZZ,2025-09-27,2025-03-09,2025-07-30,2025-09-18,X,,USD,GBP,0.79289,296.0,234.7,2,469.4
7546,2455,B,B,3B,2025-02-03,2025-05-20,2025-01-16,2025-09-19,Y,CHF,CHF,GBP,0.88543,20.45,18.11,2,36.22
7547,2454,A,A,ZZ,2025-06-26,2025-01-06,2025-07-14,2025-01-19,X,,USD,GBP,0.79289,210.0,166.51,3,499.53
7548,2453,B,B,3B,2025-01-19,2025-04-21,2025-04-26,2025-03-31,Y,INR,INR,GBP,0.00933,9530.0,88.91,2,177.82
7549,2452,B,B,3B,2025-09-24,2025-07-07,2025-09-11,2025-05-21,Y,EUR,EUR,GBP,0.8276,104.0,86.07,2,172.14
7550,2451,B,B,3B,2025-03-09,2025-03-09,2025-04-26,2025-03-16,X,,CAD,GBP,0.55222,802.41,443.11,2,886.22
7551,2450,B,B,3B,2025-01-11,2025-05-23,2025-07-15,2025-08-01,X,,USD,GBP,0.79289,6357.27,5040.62,2,10081.24
7552,2449,B,B,3B,2025-07-28,2025-03-13,2025-02-12,2025-02-01,X,,SEK,GBP,0.07201,711.53,51.24,4,204.96
7553,2448,B,B,3B,2025-04-13,2025-03-04,2025-05-26,2025-01-19,X,,USD,GBP,0.79289,1436.94,1139.34,5,5696.7
7554,2447,B,B,3B,2025-01-23,2025-08-11,2025-05-27,2025-05-23,X,,EUR,GBP,0.8276,386.66,320.0,2,640.0
7555,2446,B,B,3B,2025-05-30,2025-01-21,2025-01-05,2025-09-05,X,,EUR,GBP,0.8276,226.5,187.45,2,374.9
7556,2445,B,B,3B,2025-01-04,2025-07-11,2025-01-20,2025-06-29,X,,EUR,GBP,0.8276,25.89,21.43,3,64.29
7557,2444,B,B,3B,2025-01-31,2025-08-27,2025-04-30,2025-03-29,Y,CZK,CZK,GBP,0.03295,826.0,27.22,3,81.66
7558,2443,B,B,3B,2025-02-07,2025-08-02,2025-07-04,2025-07-25,X,,EUR,GBP,0.8276,214.0,177.11,2,354.22
7559,2442,B,B,3B,2025-03-01,2025-01-03,2025-06-14,2025-08-11,X,,MXN,GBP,0.03921,16277.0,638.22,2,1276.44
7560,2441,B,B,3B,2025-09-04,2025-01-24,2025-07-17,2025-06-30,X,,BBD,GBP,0.39644,639.78,253.63,2,507.26
7561,2440,B,B,3B,2025-09-23,2025-01-05,2025-02-24,2025-09-24,Y,USD,USD,GBP,0.79289,101.0,80.08,2,160.16
7562,2439,A,A,ZZ,2025-02-02,2025-05-07,2025-01-01,2025-05-13,X,,USD,GBP,0.79289,1762.0,1397.07,3,4191.21
7563,2438,B,B,3B,2025-07-08,2025-05-04,2025-07-08,2025-05-20,X,,EUR,GBP,0.8276,106.11,87.82,3,263.46
7564,2437,B,B,3B,2025-06-04,2025-01-31,2025-09-15,2025-08-26,X,,USD,GBP,0.79289,1517.27,1203.03,5,6015.15
7565,2436,B,B,3B,2025-03-23,2025-07-10,2025-01-12,2025-08-06,X,,EUR,GBP,0.8276,38.5,31.86,2,63.72
7566,2435,B,B,3B,2025-07-21,2025-07-20,2025-07-14,2025-01-17,X,,GEL,GBP,0.27758,2927.8,812.7,2,1625.4
7567,2434,B,B,3B,2025-03-01,2025-08-13,2025-02-21,2025-01-14,X,,USD,GBP,0.79289,2071.68,1642.61,5,8213.05
7568,2433,B,B,3B,2025-07-14,2025-06-22,2025-02-06,2025-07-08,X,,USD,GBP,0.79289,410.63,325.58,2,651.16
7569,2432,B,B,3B,2025-03-28,2025-06-10,2025-06-12,2025-08-26,X,,USD,GBP,0.79289,54.92,43.55,2,87.1
7570,2431,B,B,3B,2025-05-17,2025-09-13,2025-02-21,2025-05-18,X,,MAD,GBP,0.07754,5016.97,389.02,2,778.04
7571,2430,B,B,3B,2025-06-25,2025-06-10,2025-02-07,2025-06-17,X,,EUR,GBP,0.8276,108.5,89.79,2,179.58
7572,2429,B,B,3B,2025-09-01,2025-05-12,2025-03-28,2025-05-21,X,,PLN,GBP,0.19407,591.27,114.75,4,459.0
7573,2428,B,B,3B,2025-04-01,2025-04-10,2025-02-17,2025-07-13,X,,USD,GBP,0.79289,170.6,135.27,2,270.54
7574,2427,B,B,3B,2025-01-02,2025-04-28,2025-07-26,2025-07-15,X,,USD,GBP,0.79289,1812.5,1437.11,4,5748.44
7575,2426,B,B,3B,2025-03-30,2025-02-28,2025-08-14,2025-06-29,X,,PLN,GBP,0.19407,143.52,27.85,2,55.7
7576,2425,B,B,3B,2025-05-23,2025-08-29,2025-07-24,2025-09-16,Y,EUR,EUR,GBP,0.8276,72.0,59.59,2,119.18
7577,2424,B,B,3B,2025-01-19,2025-03-14,2025-03-10,2025-01-11,X,,USD,GBP,0.79289,465.19,368.84,2,737.68
7578,2423,A,A,ZZ,2025-01-02,2025-01-06,2025-08-07,2025-05-16,X,,USD,GBP,0.79289,255.0,202.19,5,1010.95
7579,2422,B,B,3B,2025-02-07,2025-01-26,2025-03-08,2025-03-21,X,,USD,GBP,0.79289,444.7,352.6,2,705.2
7580,2421,B,B,3B,2025-03-23,2025-04-04,2025-09-03,2025-09-08,X,,CHF,GBP,0.88543,154.75,137.02,3,411.06
7581,2420,B,B,3B,2025-07-27,2025-01-29,2025-05-06,2025-06-20,Y,USD,USD,GBP,0.79289,17.9,14.19,2,28.38
7582,2419,B,B,3B,2025-03-10,2025-08-18,2025-02-23,2025-02-05,X,,USD,GBP,0.79289,330.91,262.38,2,524.76
7583,2418,B,B,3B,2025-08-02,2025-07-10,2025-02-04,2025-07-01,X,,EUR,GBP,0.8276,150.5,124.55,2,249.1
7584,2417,B,B,3B,2025-08-16,2025-08-16,2025-07-04,2025-01-07,X,,EUR,GBP,0.8276,346.5,286.76,2,573.52
7585,2416,B,B,3B,2025-07-01,2025-05-31,2025-03-02,2025-04-12,X,,EUR,GBP,0.8276,102.5,84.83,2,169.66
7586,2415,B,B,3B,2025-08-20,2025-09-19,2025-08-30,2025-09-11,X,,USD,GBP,0.79289,8712.12,6907.75,5,34538.75
7587,2414,B,B,3B,2025-04-04,2025-03-12,2025-04-11,2025-02-15,Y,EUR,EUR,GBP,0.8276,35.0,28.97,2,57.94
7588,2413,B,B,3B,2025-07-18,2025-02-13,2025-07-03,2025-08-14,X,,USD,GBP,0.79289,659.14,522.63,2,1045.26
7589,2412,B,B,3B,2025-08-14,2025-07-30,2025-07-14,2025-04-24,Y,USD,USD,GBP,0.79289,90.0,71.36,2,142.72
7590,2411,B,B,3B,2025-08-17,2025-04-15,2025-07-19,2025-01-11,X,,EUR,GBP,0.8276,93.07,77.02,2,154.04
7591,2410,B,B,3B,2025-02-22,2025-07-09,2025-09-16,2025-03-28,X,,NOK,GBP,0.07019,1304.89,91.59,2,183.18
7592,2409,A,A,ZZ,2025-03-29,2025-05-30,2025-06-20,2025-03-14,X,,USD,GBP,0.79289,87.0,68.98,2,137.96
7593,2408,B,B,3B,2025-05-29,2025-06-19,2025-04-15,2025-08-14,X,,USD,GBP,0.79289,205.5,162.94,3,488.82
7594,2407,B,B,3B,2025-08-31,2025-03-21,2025-04-06,2025-06-02,X,,EUR,GBP,0.8276,178.0,147.31,2,294.62
7595,2406,B,B,3B,2025-07-04,2025-09-03,2025-08-24,2025-01-11,Y,CAD,CAD,GBP,0.55222,98.0,54.12,2,108.24
7596,2405,A,A,ZZ,2025-07-30,2025-02-07,2025-02-05,2025-04-05,X,,USD,GBP,0.79289,234.0,185.54,2,371.08
7597,2404,A,A,SQ,2025-09-01,2025-02-10,2025-04-30,2025-07-01,X,,USD,GBP,0.79289,217.0,172.06,2,344.12
7598,2403,B,B,3B,2025-05-29,2025-08-23,2025-03-19,2025-01-10,X,,EUR,GBP,0.8276,205.5,170.07,2,340.14
7599,2402,B,B,3B,2025-03-02,2025-03-16,2025-02-11,2025-07-06,X,,EUR,GBP,0.8276,818.4,677.31,2,1354.62
7600,2401,B,B,3B,2025-01-16,2025-03-25,2025-07-12,2025-02-25,X,,EUR,GBP,0.8276,3440.74,2847.56,2,5695.12
7601,2400,B,B,3B,2025-04-12,2025-03-22,2025-05-17,2025-05-02,X,,EUR,GBP,0.8276,98.43,81.46,2,162.92
7602,2399,B,B,3B,2025-06-21,2025-05-16,2025-07-31,2025-05-25,Y,USD,USD,GBP,0.79289,91.0,72.15,2,144.3
7603,2398,B,B,3B,2025-03-01,2025-01-18,2025-01-07,2025-04-15,X,,USD,GBP,0.79289,561.87,445.5,5,2227.5
7604,2397,B,B,3B,2025-07-03,2025-05-29,2025-04-12,2025-03-09,X,,HUF,GBP,0.00201,360489.0,724.58,5,3622.9
7605,2396,B,B,3B,2025-05-12,2025-03-14,2025-04-20,2025-01-30,X,,USD,GBP,0.79289,54.86,43.5,2,87.0
7606,2395,B,B,3B,2025-01-06,2025-09-17,2025-09-02,2025-01-07,Y,EUR,EUR,GBP,0.8276,22.0,18.21,2,36.42
7607,2394,I,I,4M,2025-01-17,2025-05-12,2025-01-15,2025-04-11,Y,GBP,EUR,EUR,1.20833,32.72,39.54,1,39.54
7608,2393,B,B,3B,2025-04-04,2025-04-18,2025-01-07,2025-05-04,X,,CAD,GBP,0.55222,526.21,290.58,2,581.16
7609,2392,A,A,ZZ,2025-06-11,2025-02-26,2025-01-11,2025-04-02,X,,USD,GBP,0.79289,238.0,188.71,5,943.55
7610,2391,B,B,3B,2025-07-17,2025-08-07,2025-04-01,2025-06-08,X,,ZAR,GBP,0.04344,20775.57,902.49,2,1804.98
7611,2390,B,B,3B,2025-04-22,2025-01-13,2025-07-02,2025-08-28,X,,CZK,GBP,0.03295,2649.5,87.3,2,174.6
7612,2389,A,A,ZZ,2025-06-30,2025-02-21,2025-08-18,2025-07-27,X,,USD,GBP,0.79289,37.0,29.34,2,58.68
7613,2388,A,A,ZZ,2025-03-17,2025-09-11,2025-09-12,2025-03-17,X,,USD,GBP,0.79289,428.0,339.36,5,1696.8
7614,2387,B,B,3B,2025-05-17,2025-01-14,2025-09-03,2025-04-07,X,,PLN,GBP,0.19407,1290.15,250.38,2,500.76
7615,2386,B,B,3B,2025-08-06,2025-02-11,2025-04-19,2025-07-29,X,,USD,GBP,0.79289,1571.64,1246.14,5,6230.7
7616,2385,B,B,3B,2025-01-07,2025-04-23,2025-08-09,2025-07-21,Y,EUR,EUR,GBP,0.8276,30.0,24.83,3,74.49
7617,2384,B,B,3B,2025-01-23,2025-04-05,2025-02-04,2025-01-28,X,,BHD,GBP,2.10819,187.34,394.95,2,789.9
7618,2383,B,B,3B,2025-08-13,2025-05-08,2025-08-10,2025-06-10,X,,EUR,GBP,0.8276,116.0,96.0,2,192.0
7619,2382,B,B,3B,2025-08-02,2025-03-28,2025-09-21,2025-01-22,Y,EUR,EUR,GBP,0.8276,40.0,33.1,2,66.2
7620,2381,A,A,ZZ,2025-03-08,2025-04-23,2025-07-13,2025-05-20,X,,USD,GBP,0.79289,219.0,173.64,4,694.56
7621,2380,B,B,3B,2025-02-19,2025-05-24,2025-02-05,2025-07-01,X,,ZAR,GBP,0.04344,4637.47,201.45,2,402.9
7622,2379,B,B,3B,2025-04-11,2025-08-16,2025-02-13,2025-08-02,X,,USD,GBP,0.79289,559.63,443.73,2,887.46
7623,2378,B,B,3B,2025-04-04,2025-08-22,2025-08-02,2025-08-29,X,,NGN,GBP,0.00051,1815103.87,925.7,4,3702.8
7624,2377,B,B,3B,2025-07-29,2025-02-16,2025-03-14,2025-04-09,X,,AED,GBP,0.21584,1980.0,427.36,5,2136.8
7625,2376,B,B,3B,2025-03-10,2025-01-19,2025-09-01,2025-03-10,X,,USD,GBP,0.79289,529.0,419.44,4,1677.76
7626,2375,B,B,3B,2025-08-20,2025-01-31,2025-02-08,2025-01-04,X,,USD,GBP,0.79289,686.37,544.22,2,1088.44
7627,2374,B,B,3B,2025-03-30,2025-01-20,2025-04-05,2025-03-12,X,,EUR,GBP,0.8276,195.78,162.03,2,324.06
7628,2373,B,B,3B,2025-01-24,2025-01-21,2025-01-20,2025-02-21,X,,EUR,GBP,0.8276,30.5,25.24,3,75.72
7629,2372,B,B,3B,2025-03-16,2025-05-24,2025-08-22,2025-01-06,X,,CAD,GBP,0.55222,683.88,377.65,2,755.3
7630,2371,B,B,3B,2025-04-04,2025-01-03,2025-03-24,2025-07-07,X,,CHF,GBP,0.88543,139.9,123.87,2,247.74
7631,2370,B,B,3B,2025-08-17,2025-03-08,2025-07-18,2025-09-11,X,,CHF,GBP,0.88543,171.45,151.81,2,303.62
7632,2369,B,B,3B,2025-04-01,2025-04-03,2025-05-20,2025-09-17,X,,USD,GBP,0.79289,959.54,760.81,2,1521.62
7633,2368,B,B,3B,2025-02-17,2025-01-17,2025-05-26,2025-07-03,Y,USD,USD,GBP,0.79289,137.0,108.63,2,217.26
7634,2367,B,B,3B,2025-07-17,2025-09-12,2025-03-14,2025-05-11,X,,SGD,GBP,0.58494,820.13,479.73,2,959.46
7635,2366,B,B,3B,2025-02-13,2025-02-28,2025-05-04,2025-04-01,X,,EUR,GBP,0.8276,44.5,36.83,2,73.66
7636,2365,B,B,3B,2025-05-27,2025-08-19,2025-02-13,2025-05-06,X,,EUR,GBP,0.8276,149.0,123.31,3,369.93
7637,2364,B,B,3B,2025-04-20,2025-02-22,2025-02-15,2025-03-15,X,,EUR,GBP,0.8276,122.5,101.38,2,202.76
7638,2363,B,B,GK,2025-08-24,2025-05-25,2025-09-09,2025-05-04,X,,CHF,GBP,0.88543,327.93,290.36,2,580.72
7639,2362,B,B,3B,2025-02-20,2025-06-13,2025-06-14,2025-06-25,Y,USD,USD,GBP,0.79289,34.0,26.96,2,53.92
7640,2361,B,B,3B,2025-02-01,2025-02-26,2025-09-19,2025-04-29,X,,EUR,GBP,0.8276,244.86,202.65,4,810.6
7641,2360,B,B,3B,2025-07-16,2025-05-09,2025-03-12,2025-03-20,X,,EUR,GBP,0.8276,388.57,321.58,2,643.16
7642,2359,B,B,3B,2025-08-14,2025-04-02,2025-04-10,2025-04-30,X,,USD,GBP,0.79289,388.21,307.81,3,923.43
7643,2358,B,B,3B,2025-04-13,2025-01-26,2025-02-08,2025-09-07,X,,CAD,GBP,0.55222,823.08,454.52,2,909.04
7644,2357,B,B,3B,2025-02-27,2025-06-02,2025-06-26,2025-03-12,X,,JPY,GBP,0.0051,126500.0,645.15,2,1290.3
7645,2356,B,B,3B,2025-08-16,2025-09-17,2025-07-28,2025-04-09,X,,USD,GBP,0.79289,553.01,438.48,3,1315.44
7646,2355,B,B,3B,2025-03-11,2025-07-17,2025-06-09,2025-03-27,X,,USD,GBP,0.79289,221.34,175.5,2,351.0
7647,2354,B,B,3B,2025-07-14,2025-06-03,2025-06-18,2025-07-28,X,,EUR,GBP,0.8276,129.5,107.17,2,214.34
7648,2353,I,I,4M,2025-07-13,2025-08-15,2025-03-06,2025-03-21,Y,MXN,EUR,EUR,0.04738,1072.0,50.79,1,50.79
7649,2352,B,B,3B,2025-08-14,2025-06-30,2025-09-14,2025-04-25,X,,EUR,GBP,0.8276,454.5,376.14,5,1880.7
7650,2351,B,B,3B,2025-08-01,2025-04-24,2025-01-24,2025-01-25,X,,ZAR,GBP,0.04344,3247.21,141.06,2,282.12
7651,2350,B,B,OU,2025-02-12,2025-08-10,2025-07-01,2025-06-20,X,,EUR,GBP,0.8276,145.5,120.42,2,240.84
7652,2349,A,A,ZZ,2025-04-14,2025-08-28,2025-01-12,2025-02-20,X,,USD,GBP,0.79289,1284.0,1018.07,5,5090.35
7653,2348,I,B,4M,2025-05-07,2025-03-29,2025-01-13,2025-06-12,Y,USD,EUR,GBP,0.79289,98.31,77.95,4,311.8
7654,2347,B,B,3B,2025-01-13,2025-06-19,2025-07-07,2025-05-23,X,,USD,GBP,0.79289,541.19,429.1,2,858.2
7655,2346,A,A,3B,2025-05-07,2025-03-22,2025-03-27,2025-09-06,X,,USD,GBP,0.79289,420.0,333.01,2,666.02
7656,2345,B,B,3B,2025-03-12,2025-06-28,2025-05-20,2025-01-01,Y,EUR,EUR,GBP,0.8276,65.0,53.79,2,107.58
7657,2344,B,B,3B,2025-06-16,2025-04-11,2025-08-17,2025-05-16,X,,EUR,GBP,0.8276,1942.19,1607.36,4,6429.44
7658,2343,B,B,3B,2025-07-01,2025-05-02,2025-07-01,2025-02-10,X,,USD,GBP,0.79289,291.12,230.83,4,923.32
7659,2342,B,B,3B,2025-08-23,2025-07-14,2025-02-05,2025-03-25,X,,USD,GBP,0.79289,654.47,518.92,2,1037.84
7660,2341,B,B,3B,2025-02-15,2025-08-27,2025-02-09,2025-03-23,X,,EUR,GBP,0.8276,43.5,36.0,2,72.0
7661,2340,B,B,3B,2025-09-08,2025-05-11,2025-01-14,2025-03-11,Y,USD,USD,GBP,0.79289,52.0,41.23,2,82.46
7662,2339,B,B,3B,2025-07-15,2025-08-19,2025-05-22,2025-04-23,X,,EUR,GBP,0.8276,280.82,232.41,2,464.82
7663,2338,B,B,3B,2025-07-10,2025-03-13,2025-04-10,2025-04-11,X,,USD,GBP,0.79289,1239.18,982.53,2,1965.06
7664,2337,A,A,ZZ,2025-02-10,2025-08-19,2025-05-18,2025-01-12,X,,USD,GBP,0.79289,51.0,40.44,3,121.32
7665,2336,B,B,3B,2025-06-14,2025-06-04,2025-04-22,2025-06-13,Y,EUR,EUR,GBP,0.8276,29.0,24.0,3,72.0
7666,2335,I,B,4M,2025-07-06,2025-03-12,2025-09-26,2025-05-31,Y,USD,EUR,GBP,0.79289,19.89,15.77,2,31.54
7667,2334,B,B,OU,2025-05-24,2025-09-07,2025-05-12,2025-08-05,X,,EUR,GBP,0.8276,134.22,111.08,2,222.16
7668,2333,A,A,ZZ,2025-08-31,2025-05-03,2025-05-06,2025-07-25,X,,USD,GBP,0.79289,130.0,103.08,2,206.16
7669,2332,B,B,3B,2025-04-20,2025-08-13,2025-03-01,2025-08-09,X,,USD,GBP,0.79289,240.5,190.69,2,381.38
7670,2331,B,B,3B,2025-08-13,2025-01-10,2025-08-29,2025-02-13,X,,USD,GBP,0.79289,377.35,299.2,2,598.4
7671,2330,A,A,ZZ,2025-07-05,2025-08-16,2025-04-03,2025-05-21,X,,USD,GBP,0.79289,504.0,399.62,4,1598.48
7672,2329,A,A,ZZ,2025-07-08,2025-02-17,2025-01-16,2025-02-20,X,,USD,GBP,0.79289,33.0,26.17,2,52.34
7673,2328,B,B,GK,2025-07-03,2025-02-26,2025-02-03,2025-03-23,X,,EUR,GBP,0.8276,153.6,127.12,3,381.36
7674,2327,B,B,3B,2025-06-12,2025-06-19,2025-01-19,2025-05-17,X,,EUR,GBP,0.8276,201.0,166.35,2,332.7
7675,2326,B,B,3B,2025-01-12,2025-09-24,2025-02-08,2025-01-08,Y,USD,USD,GBP,0.79289,137.0,108.63,2,217.26
7676,2325,B,B,3B,2025-03-19,2025-07-03,2025-05-28,2025-09-03,X,,EUR,GBP,0.8276,271.0,224.28,2,448.56
7677,2324,B,B,3B,2025-02-10,2025-02-06,2025-01-01,2025-08-21,Y,CAD,CAD,GBP,0.55222,127.0,70.13,2,140.26
7678,2323,B,B,3B,2025-03-01,2025-02-21,2025-08-30,2025-01-23,X,,SEK,GBP,0.07201,1314.14,94.63,2,189.26
7679,2322,I,I,D0,2025-07-29,2025-06-12,2025-06-26,2025-09-20,X,,GBP,EUR,1.20833,14.0,16.92,3,50.76
7680,2321,B,B,3B,2025-02-18,2025-05-30,2025-01-02,2025-09-26,X,,EUR,GBP,0.8276,644.28,533.21,2,1066.42
7681,2320,A,A,ZZ,2025-06-12,2025-04-03,2025-01-07,2025-01-31,X,,USD,GBP,0.79289,314.0,248.97,2,497.94
7682,2319,B,B,3B,2025-03-24,2025-04-26,2025-09-16,2025-01-14,X,,BHD,GBP,2.10819,475.57,1002.59,2,2005.18
7683,2318,B,B,3B,2025-01-08,2025-08-14,2025-05-30,2025-02-04,Y,EUR,EUR,GBP,0.8276,50.0,41.38,2,82.76
7684,2317,B,B,3B,2025-04-07,2025-08-02,2025-06-22,2025-03-10,X,,EUR,GBP,0.8276,126.72,104.87,2,209.74
7685,2316,B,B,3B,2025-02-27,2025-08-29,2025-03-16,2025-08-01,X,,EUR,GBP,0.8276,162.46,134.45,3,403.35
7686,2315,B,B,3B,2025-03-18,2025-03-18,2025-03-08,2025-07-29,X,,EUR,GBP,0.8276,255.89,211.77,3,635.31
7687,2314,B,B,3B,2025-07-29,2025-03-09,2025-08-13,2025-05-28,X,,EUR,GBP,0.8276,104.24,86.27,4,345.08
7688,2313,B,B,3B,2025-01-24,2025-06-14,2025-03-24,2025-01-15,X,,EUR,GBP,0.8276,206.0,170.49,3,511.47
7689,2312,B,B,3B,2025-07-02,2025-08-21,2025-05-29,2025-06-10,X,,SEK,GBP,0.07201,1160.54,83.57,2,167.14
7690,2311,B,B,3B,2025-02-23,2025-07-31,2025-01-21,2025-03-27,X,,ZAR,GBP,0.04344,4884.06,212.16,2,424.32
7691,2310,B,B,3B,2025-05-03,2025-08-31,2025-06-05,2025-08-14,X,,EUR,GBP,0.8276,38.05,31.49,2,62.98
7692,2309,B,B,3B,2025-05-29,2025-01-07,2025-01-17,2025-01-11,X,,EUR,GBP,0.8276,179.0,148.14,3,444.42
7693,2308,B,B,3B,2025-02-04,2025-04-15,2025-03-20,2025-03-23,X,,USD,GBP,0.79289,49.78,39.47,4,157.88
7694,2307,B,B,3B,2025-04-06,2025-07-03,2025-02-23,2025-05-27,X,,CAD,GBP,0.55222,351.62,194.17,2,388.34
7695,2306,B,B,3B,2025-09-06,2025-07-13,2025-08-14,2025-03-21,X,,USD,GBP,0.79289,1261.73,1000.41,2,2000.82
7696,2305,B,B,3B,2025-04-02,2025-06-01,2025-03-01,2025-01-11,X,,EUR,GBP,0.8276,40.5,33.52,2,67.04
7697,2304,B,B,3B,2025-04-28,2025-07-13,2025-07-19,2025-08-18,X,,USD,GBP,0.79289,285.26,226.18,2,452.36
7698,2303,B,B,3B,2025-04-07,2025-04-23,2025-08-18,2025-01-06,Y,EUR,EUR,GBP,0.8276,21.6,17.88,2,35.76
7699,2302,B,B,3B,2025-06-09,2025-09-21,2025-04-08,2025-09-23,X,,EUR,GBP,0.8276,19.23,15.91,2,31.82
7700,2301,B,B,3B,2025-02-05,2025-09-22,2025-07-03,2025-05-20,X,,USD,GBP,0.79289,1419.35,1125.39,2,2250.78
7701,2300,A,A,ZZ,2025-07-02,2025-02-08,2025-08-26,2025-02-21,X,,USD,GBP,0.79289,451.0,357.59,5,1787.95
7702,2299,B,B,3B,2025-06-28,2025-03-26,2025-07-01,2025-09-10,X,,EUR,GBP,0.8276,146.0,120.83,2,241.66
7703,2298,B,B,3B,2025-01-10,2025-02-18,2025-07-12,2025-04-11,X,,EUR,GBP,0.8276,402.38,333.01,2,666.02
7704,2297,B,B,3B,2025-01-15,2025-04-10,2025-03-03,2025-04-25,X,,EUR,GBP,0.8276,49.74,41.16,2,82.32
7705,2296,A,A,ZZ,2025-05-16,2025-08-24,2025-02-26,2025-01-15,X,,USD,GBP,0.79289,234.0,185.54,4,742.16
7706,2295,B,B,3B,2025-02-05,2025-05-14,2025-01-25,2025-06-16,Y,USD,USD,GBP,0.79289,136.0,107.83,2,215.66
7707,2294,I,I,D0,2025-02-17,2025-08-08,2025-05-24,2025-02-27,X,,GBP,EUR,1.20833,33.01,39.89,4,159.56
