Currency from,Currency to,Conversion unit,Rate,Effective date  
[SEK] SEK,[USD] USD,1,0.10423,01/04/2025
[SEK] SEK,[EUR] EUR,1,0.09125,01/04/2025
[SDG] SDG,[GBP] GBP,1,0.00129,01/04/2025
[SDG] SDG,[USD] USD,1,0.00172,01/04/2025
[SDG] SDG,[EUR] EUR,1,0.0015,01/04/2025
[SCR] SCR,[GBP] GBP,1,0.05039,01/04/2025
[SCR] SCR,[USD] USD,1,0.06715,01/04/2025
[SCR] SCR,[EUR] EUR,1,0.05879,01/04/2025
[SAR] SAR,[GBP] GBP,1,0.20011,01/04/2025
[SAR] SAR,[USD] USD,1,0.26667,01/04/2025
[SAR] SAR,[EUR] EUR,1,0.23345,01/04/2025
[RWF] RWF,[GBP] GBP,1,0.00052,01/04/2025
[RWF] RWF,[USD] USD,1,0.0007,01/04/2025
[RWF] RWF,[EUR] EUR,1,0.00061,01/04/2025
[RUB] RUB,[GBP] GBP,1,0.00916,01/04/2025
[RUB] RUB,[USD] USD,1,0.01221,01/04/2025
[RUB] RUB,[EUR] EUR,1,0.01069,01/04/2025
[RSD] RSD,[GBP] GBP,1,0.00726,01/04/2025
[RSD] RSD,[USD] USD,1,0.00968,01/04/2025
[RSD] RSD,[EUR] EUR,1,0.00847,01/04/2025
[RON] RON,[GBP] GBP,1,0.17202,01/04/2025
[RON] RON,[USD] USD,1,0.22923,01/04/2025
[RON] RON,[EUR] EUR,1,0.20068,01/04/2025
[QAR] QAR,[GBP] GBP,1,0.20616,01/04/2025
[QAR] QAR,[USD] USD,1,0.27473,01/04/2025
[QAR] QAR,[EUR] EUR,1,0.2405,01/04/2025
[PYG] PYG,[GBP] GBP,1,0.00009,01/04/2025
[PYG] PYG,[USD] USD,1,0.00012,01/04/2025
[PYG] PYG,[EUR] EUR,1,0.00011,01/04/2025
[PLN] PLN,[GBP] GBP,1,0.20017,01/04/2025
[PLN] PLN,[USD] USD,1,0.26674,01/04/2025
[PLN] PLN,[EUR] EUR,1,0.23352,01/04/2025
[PKR] PKR,[GBP] GBP,1,0.00267,01/04/2025
[PKR] PKR,[USD] USD,1,0.00355,01/04/2025
[PKR] PKR,[EUR] EUR,1,0.00311,01/04/2025
[PHP] PHP,[GBP] GBP,1,0.01325,01/04/2025
[PHP] PHP,[USD] USD,1,0.01766,01/04/2025
[PHP] PHP,[EUR] EUR,1,0.01546,01/04/2025
[PGK] PGK,[GBP] GBP,1,0.17993,01/04/2025
[PGK] PGK,[USD] USD,1,0.23978,01/04/2025
[PGK] PGK,[EUR] EUR,1,0.20991,01/04/2025
[OMR] OMR,[GBP] GBP,1,1.95168,01/04/2025
[OMR] OMR,[USD] USD,1,2.60078,01/04/2025
[OMR] OMR,[EUR] EUR,1,2.27682,01/04/2025
[NZD] NZD,[GBP] GBP,1,0.44825,01/04/2025
[NZD] NZD,[USD] USD,1,0.59734,01/04/2025
[NZD] NZD,[EUR] EUR,1,0.52293,01/04/2025
[NPR] NPR,[GBP] GBP,1,0.0055,01/04/2025
[NPR] NPR,[USD] USD,1,0.00733,01/04/2025
[NPR] NPR,[EUR] EUR,1,0.00641,01/04/2025
[NOK] NOK,[GBP] GBP,1,0.07193,01/04/2025
[NOK] NOK,[USD] USD,1,0.09585,01/04/2025
[NOK] NOK,[EUR] EUR,1,0.08391,01/04/2025
[NGN] NGN,[GBP] GBP,1,0.00047,01/04/2025
[NGN] NGN,[USD] USD,1,0.00062,01/04/2025
[NGN] NGN,[EUR] EUR,1,0.00055,01/04/2025
[NAD] NAD,[GBP] GBP,1,0.0401,01/04/2025
[NAD] NAD,[USD] USD,1,0.05344,01/04/2025
[NAD] NAD,[EUR] EUR,1,0.04678,01/04/2025
[MZN] MZN,[GBP] GBP,1,0.01163,01/04/2025
[MZN] MZN,[USD] USD,1,0.0155,01/04/2025
[MZN] MZN,[EUR] EUR,1,0.01357,01/04/2025
[MYR] MYR,[GBP] GBP,1,0.17082,01/04/2025
[MYR] MYR,[USD] USD,1,0.22764,01/04/2025
[MYR] MYR,[EUR] EUR,1,0.19928,01/04/2025
[MXN] MXN,[GBP] GBP,1,0.03812,01/04/2025
[MXN] MXN,[USD] USD,1,0.0508,01/04/2025
[MXN] MXN,[EUR] EUR,1,0.04447,01/04/2025
[MWK] MWK,[GBP] GBP,1,0.00043,01/04/2025
[MWK] MWK,[USD] USD,1,0.00057,01/04/2025
[MWK] MWK,[EUR] EUR,1,0.0005,01/04/2025
[MUR] MUR,[GBP] GBP,1,0.01647,01/04/2025
[MUR] MUR,[USD] USD,1,0.02195,01/04/2025
[MUR] MUR,[EUR] EUR,1,0.01922,01/04/2025
[MRU] MRU,[GBP] GBP,1,0.01898,01/04/2025
[MRU] MRU,[USD] USD,1,0.0253,01/04/2025
[MRU] MRU,[EUR] EUR,1,0.02214,01/04/2025
[MNT] MNT,[GBP] GBP,1,0.00021,01/04/2025
[MNT] MNT,[USD] USD,1,0.00028,01/04/2025
[MNT] MNT,[EUR] EUR,1,0.00025,01/04/2025
[MKD] MKD,[GBP] GBP,1,0.01393,01/04/2025
[MKD] MKD,[USD] USD,1,0.01857,01/04/2025
[MKD] MKD,[EUR] EUR,1,0.01625,01/04/2025
[MGA] MGA,[GBP] GBP,1,0.00016,01/04/2025
[MGA] MGA,[USD] USD,1,0.00022,01/04/2025
[MGA] MGA,[EUR] EUR,1,0.00019,01/04/2025
[MAD] MAD,[GBP] GBP,1,0.08041,01/04/2025
[MAD] MAD,[USD] USD,1,0.10715,01/04/2025
[MAD] MAD,[EUR] EUR,1,0.0938,01/04/2025
[LKR] LKR,[GBP] GBP,1,0.00247,01/04/2025
[LKR] LKR,[USD] USD,1,0.0033,01/04/2025
[LKR] LKR,[EUR] EUR,1,0.00288,01/04/2025
[KZT] KZT,[GBP] GBP,1,0.00144,01/04/2025
[KZT] KZT,[USD] USD,1,0.00193,01/04/2025
[KZT] KZT,[EUR] EUR,1,0.00169,01/04/2025
[KWD] KWD,[GBP] GBP,1,2.44577,01/04/2025
[KWD] KWD,[USD] USD,1,3.25924,01/04/2025
[KWD] KWD,[EUR] EUR,1,2.85323,01/04/2025
[KRW] KRW,[GBP] GBP,1,0.00053,01/04/2025
[KRW] KRW,[USD] USD,1,0.0007,01/04/2025
[KRW] KRW,[EUR] EUR,1,0.00061,01/04/2025
[KES] KES,[GBP] GBP,1,0.00576,01/04/2025
[KES] KES,[USD] USD,1,0.00767,01/04/2025
[KES] KES,[EUR] EUR,1,0.00672,01/04/2025
[JPY] JPY,[GBP] GBP,1,0.00529,01/04/2025
[JPY] JPY,[USD] USD,1,0.00705,01/04/2025
[JPY] JPY,[EUR] EUR,1,0.00617,01/04/2025
[JOD] JOD,[GBP] GBP,1,1.05841,01/04/2025
[JOD] JOD,[USD] USD,1,1.41044,01/04/2025
[JOD] JOD,[EUR] EUR,1,1.23474,01/04/2025
[JMD] JMD,[GBP] GBP,1,0.00472,01/04/2025
[JMD] JMD,[USD] USD,1,0.0063,01/04/2025
[JMD] JMD,[EUR] EUR,1,0.00551,01/04/2025
[ISK] ISK,[GBP] GBP,1,0.0059,01/04/2025
[ISK] ISK,[USD] USD,1,0.00786,01/04/2025
[ISK] ISK,[EUR] EUR,1,0.00688,01/04/2025
[IRR] IRR,[GBP] GBP,1,0,01/04/2025
[IRR] IRR,[USD] USD,1,0,01/04/2025
[IRR] IRR,[EUR] EUR,1,0,01/04/2025
[INR] INR,[GBP] GBP,1,0.0088,01/04/2025
[INR] INR,[USD] USD,1,0.01172,01/04/2025
[INR] INR,[EUR] EUR,1,0.01026,01/04/2025
[ILS] ILS,[GBP] GBP,1,0.2037,01/04/2025
[ILS] ILS,[USD] USD,1,0.27146,01/04/2025
[ILS] ILS,[EUR] EUR,1,0.23764,01/04/2025
[IDR] IDR,[GBP] GBP,1,0.00004,01/04/2025
[IDR] IDR,[USD] USD,1,0.00006,01/04/2025
[IDR] IDR,[EUR] EUR,1,0.00005,01/04/2025
[HUF] HUF,[GBP] GBP,1,0.0021,01/04/2025
[HUF] HUF,[USD] USD,1,0.0028,01/04/2025
[HUF] HUF,[EUR] EUR,1,0.00245,01/04/2025
[HTG] HTG,[GBP] GBP,1,0.00571,01/04/2025
[HTG] HTG,[USD] USD,1,0.00761,01/04/2025
[HTG] HTG,[EUR] EUR,1,0.00666,01/04/2025
[HRK] HRK,[GBP] GBP,1,0.11377,01/04/2025
[HRK] HRK,[USD] USD,1,0.15161,01/04/2025
[HRK] HRK,[EUR] EUR,1,0.13272,01/04/2025
[HNL] HNL,[GBP] GBP,1,0.02917,01/04/2025
[HNL] HNL,[USD] USD,1,0.03887,01/04/2025
[HNL] HNL,[EUR] EUR,1,0.03403,01/04/2025
[HKD] HKD,[GBP] GBP,1,0.0967,01/04/2025
[HKD] HKD,[USD] USD,1,0.12886,01/04/2025
[HKD] HKD,[EUR] EUR,1,0.11281,01/04/2025
[GYD] GYD,[GBP] GBP,1,0.00357,01/04/2025
[GYD] GYD,[USD] USD,1,0.00475,01/04/2025
[GYD] GYD,[EUR] EUR,1,0.00416,01/04/2025
[GTQ] GTQ,[GBP] GBP,1,0.09751,01/04/2025
[GTQ] GTQ,[USD] USD,1,0.12994,01/04/2025
[GTQ] GTQ,[EUR] EUR,1,0.11375,01/04/2025
[GIP] GIP,[GBP] GBP,1,1,01/04/2025
[GIP] GIP,[USD] USD,1,1.3326,01/04/2025
[GIP] GIP,[EUR] EUR,1,1.1666,01/04/2025
[GHS] GHS,[GBP] GBP,1,0.04859,01/04/2025
[GHS] GHS,[USD] USD,1,0.06475,01/04/2025
[GHS] GHS,[EUR] EUR,1,0.05668,01/04/2025
[GEL] GEL,[GBP] GBP,1,0.27773,01/04/2025
[GEL] GEL,[USD] USD,1,0.3701,01/04/2025
[GEL] GEL,[EUR] EUR,1,0.32399,01/04/2025
[FJD] FJD,[GBP] GBP,1,0.32851,01/04/2025
[FJD] FJD,[USD] USD,1,0.43778,01/04/2025
[FJD] FJD,[EUR] EUR,1,0.38324,01/04/2025
[EUR] EUR,[GBP] GBP,1,0.85719,01/04/2025
[EUR] EUR,[USD] USD,1,1.14228,01/04/2025
[ETB] ETB,[GBP] GBP,1,0.00593,01/04/2025
[ETB] ETB,[USD] USD,1,0.00791,01/04/2025
[ETB] ETB,[EUR] EUR,1,0.00692,01/04/2025
[EGP] EGP,[GBP] GBP,1,0.01469,01/04/2025
[EGP] EGP,[USD] USD,1,0.01957,01/04/2025
[EGP] EGP,[EUR] EUR,1,0.01714,01/04/2025
[DZD] DZD,[GBP] GBP,1,0.00564,01/04/2025
[DZD] DZD,[USD] USD,1,0.00752,01/04/2025
[DZD] DZD,[EUR] EUR,1,0.00659,01/04/2025
[DOP] DOP,[GBP] GBP,1,0.01228,01/04/2025
[DOP] DOP,[USD] USD,1,0.01636,01/04/2025
[DOP] DOP,[EUR] EUR,1,0.01433,01/04/2025
[DKK] DKK,[GBP] GBP,1,0.1148,01/04/2025
[DKK] DKK,[USD] USD,1,0.15298,01/04/2025
[DKK] DKK,[EUR] EUR,1,0.13393,01/04/2025
[DJF] DJF,[GBP] GBP,1,0.00422,01/04/2025
[DJF] DJF,[USD] USD,1,0.00563,01/04/2025
[DJF] DJF,[EUR] EUR,1,0.00493,01/04/2025
[CZK] CZK,[GBP] GBP,1,0.03424,01/04/2025
[CZK] CZK,[USD] USD,1,0.04563,01/04/2025
[CZK] CZK,[EUR] EUR,1,0.03995,01/04/2025
[CRC] CRC,[GBP] GBP,1,0.00148,01/04/2025
[CRC] CRC,[USD] USD,1,0.00197,01/04/2025
[CRC] CRC,[EUR] EUR,1,0.00173,01/04/2025
[COP] COP,[GBP] GBP,1,0.00018,01/04/2025
[COP] COP,[USD] USD,1,0.00023,01/04/2025
[COP] COP,[EUR] EUR,1,0.0002,01/04/2025
[CNY] CNY,[GBP] GBP,1,0.10283,01/04/2025
[CNY] CNY,[USD] USD,1,0.13703,01/04/2025
[CNY] CNY,[EUR] EUR,1,0.11996,01/04/2025
[CLP] CLP,[GBP] GBP,1,0.00079,01/04/2025
[CLP] CLP,[USD] USD,1,0.00105,01/04/2025
[CLP] CLP,[EUR] EUR,1,0.00092,01/04/2025
[CHF] CHF,[GBP] GBP,1,0.91697,01/04/2025
[CHF] CHF,[USD] USD,1,1.22193,01/04/2025
[CHF] CHF,[EUR] EUR,1,1.06976,01/04/2025
[CAD] CAD,[GBP] GBP,1,0.54213,01/04/2025
[CAD] CAD,[USD] USD,1,0.72243,01/04/2025
[CAD] CAD,[EUR] EUR,1,0.63244,01/04/2025
[BZD] BZD,[GBP] GBP,1,0.37521,01/04/2025
[BZD] BZD,[USD] USD,1,0.5,01/04/2025
[BZD] BZD,[EUR] EUR,1,0.43771,01/04/2025
[BWP] BWP,[GBP] GBP,1,0.05402,01/04/2025
[BWP] BWP,[USD] USD,1,0.07198,01/04/2025
[BWP] BWP,[EUR] EUR,1,0.06302,01/04/2025
[BSD] BSD,[GBP] GBP,1,0.75041,01/04/2025
[BSD] BSD,[USD] USD,1,1,01/04/2025
[BSD] BSD,[EUR] EUR,1,0.87543,01/04/2025
[BRL] BRL,[GBP] GBP,1,0.13017,01/04/2025
[BRL] BRL,[USD] USD,1,0.17347,01/04/2025
[BRL] BRL,[EUR] EUR,1,0.15185,01/04/2025
[BND] BND,[GBP] GBP,1,0.57275,01/04/2025
[BND] BND,[USD] USD,1,0.76324,01/04/2025
[BND] BND,[EUR] EUR,1,0.66817,01/04/2025
[BMD] BMD,[GBP] GBP,1,0.75041,01/04/2025
[BMD] BMD,[USD] USD,1,1,01/04/2025
[BMD] BMD,[EUR] EUR,1,0.87543,01/04/2025
[BIF] BIF,[GBP] GBP,1,0.00025,01/04/2025
[BIF] BIF,[USD] USD,1,0.00034,01/04/2025
[BIF] BIF,[EUR] EUR,1,0.0003,01/04/2025
[BHD] BHD,[GBP] GBP,1,1.99525,01/04/2025
[BHD] BHD,[USD] USD,1,2.65887,01/04/2025
[BHD] BHD,[EUR] EUR,1,2.32764,01/04/2025
[BGN] BGN,[GBP] GBP,1,0.43827,01/04/2025
[BGN] BGN,[USD] USD,1,0.58404,01/04/2025
[BGN] BGN,[EUR] EUR,1,0.51129,01/04/2025
[BDT] BDT,[GBP] GBP,1,0.00615,01/04/2025
[BDT] BDT,[USD] USD,1,0.0082,01/04/2025
[BDT] BDT,[EUR] EUR,1,0.00718,01/04/2025
[BBD] BBD,[GBP] GBP,1,0.37521,01/04/2025
[BBD] BBD,[USD] USD,1,0.5,01/04/2025
[BBD] BBD,[EUR] EUR,1,0.43771,01/04/2025
[BAM] BAM,[GBP] GBP,1,0.43827,01/04/2025
[BAM] BAM,[USD] USD,1,0.58404,01/04/2025
[BAM] BAM,[EUR] EUR,1,0.51129,01/04/2025
[AZN] AZN,[GBP] GBP,1,0.44142,01/04/2025
[AZN] AZN,[USD] USD,1,0.58824,01/04/2025
[AZN] AZN,[EUR] EUR,1,0.51496,01/04/2025
[AWG] AWG,[GBP] GBP,1,0.4169,01/04/2025
[AWG] AWG,[USD] USD,1,0.55556,01/04/2025
[AWG] AWG,[EUR] EUR,1,0.48635,01/04/2025
[AUD] AUD,[GBP] GBP,1,0.47971,01/04/2025
[AUD] AUD,[USD] USD,1,0.63926,01/04/2025
[AUD] AUD,[EUR] EUR,1,0.55962,01/04/2025
[ARS] ARS,[GBP] GBP,1,0.00065,01/04/2025
[ARS] ARS,[USD] USD,1,0.00087,01/04/2025
[ARS] ARS,[EUR] EUR,1,0.00076,01/04/2025
[AOA] AOA,[GBP] GBP,1,0.0008,01/04/2025
[AOA] AOA,[USD] USD,1,0.00107,01/04/2025
[AOA] AOA,[EUR] EUR,1,0.00093,01/04/2025
[ANG] ANG,[GBP] GBP,1,0.41923,01/04/2025
[ANG] ANG,[USD] USD,1,0.55866,01/04/2025
[ANG] ANG,[EUR] EUR,1,0.48906,01/04/2025
[AMD] AMD,[GBP] GBP,1,0.00192,01/04/2025
[AMD] AMD,[USD] USD,1,0.00256,01/04/2025
[AMD] AMD,[EUR] EUR,1,0.00224,01/04/2025
[AED] AED,[GBP] GBP,1,0.20429,01/04/2025
[AED] AED,[USD] USD,1,0.27223,01/04/2025
[AED] AED,[EUR] EUR,1,0.23832,01/04/2025
[USD] USD,[GBP] GBP,1,0.75041,01/04/2025
[USD] USD,[EUR] EUR,1,0.87543,01/04/2025
[GBP] GBP,[USD] USD,1,1.3326,01/04/2025
[GBP] GBP,[EUR] EUR,1,1.1666,01/04/2025
[EUR] EUR,[GBP] GBP,1,0.8386,01/03/2025
[EUR] EUR,[USD] USD,1,1.08659,01/03/2025
[ZMW] ZMW,[GBP] GBP,1,0.02679,01/03/2025
[ZMW] ZMW,[USD] USD,1,0.03471,01/03/2025
[ZMW] ZMW,[EUR] EUR,1,0.03194,01/03/2025
[ZAR] ZAR,[GBP] GBP,1,0.04246,01/03/2025
[ZAR] ZAR,[USD] USD,1,0.05502,01/03/2025
[ZAR] ZAR,[EUR] EUR,1,0.05063,01/03/2025
[XPF] XPF,[GBP] GBP,1,0.00703,01/03/2025
[XPF] XPF,[USD] USD,1,0.00911,01/03/2025
[XPF] XPF,[EUR] EUR,1,0.00838,01/03/2025
[XOF] XOF,[GBP] GBP,1,0.00128,01/03/2025
[XOF] XOF,[USD] USD,1,0.00166,01/03/2025
[XOF] XOF,[EUR] EUR,1,0.00152,01/03/2025
[XCD] XCD,[GBP] GBP,1,0.28584,01/03/2025
[XCD] XCD,[USD] USD,1,0.37037,01/03/2025
[XCD] XCD,[EUR] EUR,1,0.34085,01/03/2025
[XAF] XAF,[GBP] GBP,1,0.00128,01/03/2025
[XAF] XAF,[USD] USD,1,0.00166,01/03/2025
[XAF] XAF,[EUR] EUR,1,0.00152,01/03/2025
[VUV] VUV,[GBP] GBP,1,0.00635,01/03/2025
[VUV] VUV,[USD] USD,1,0.00823,01/03/2025
[VUV] VUV,[EUR] EUR,1,0.00758,01/03/2025
[VND] VND,[GBP] GBP,1,0.00003,01/03/2025
[VND] VND,[USD] USD,1,0.00004,01/03/2025
[VND] VND,[EUR] EUR,1,0.00004,01/03/2025
[USD] USD,[GBP] GBP,1,0.77177,01/03/2025
[USD] USD,[EUR] EUR,1,0.9203,01/03/2025
[UAH] UAH,[GBP] GBP,1,0.01855,01/03/2025
[UAH] UAH,[USD] USD,1,0.02404,01/03/2025
[UAH] UAH,[EUR] EUR,1,0.02213,01/03/2025
[TWD] TWD,[GBP] GBP,1,0.02337,01/03/2025
[TWD] TWD,[USD] USD,1,0.03028,01/03/2025
[TWD] TWD,[EUR] EUR,1,0.02787,01/03/2025
[TTD] TTD,[GBP] GBP,1,0.11387,01/03/2025
[TTD] TTD,[USD] USD,1,0.14755,01/03/2025
[TTD] TTD,[EUR] EUR,1,0.13579,01/03/2025
[TRY] TRY,[GBP] GBP,1,0.02047,01/03/2025
[TRY] TRY,[USD] USD,1,0.02652,01/03/2025
[TRY] TRY,[EUR] EUR,1,0.02441,01/03/2025
[TOP] TOP,[GBP] GBP,1,0.32015,01/03/2025
[TOP] TOP,[USD] USD,1,0.41483,01/03/2025
[TOP] TOP,[EUR] EUR,1,0.38176,01/03/2025
[TND] TND,[GBP] GBP,1,0.24929,01/03/2025
[TND] TND,[USD] USD,1,0.32302,01/03/2025
[TND] TND,[EUR] EUR,1,0.29727,01/03/2025
[THB] THB,[GBP] GBP,1,0.02277,01/03/2025
[THB] THB,[USD] USD,1,0.0295,01/03/2025
[THB] THB,[EUR] EUR,1,0.02715,01/03/2025
[SZL] SZL,[GBP] GBP,1,0.04246,01/03/2025
[SZL] SZL,[USD] USD,1,0.05502,01/03/2025
[SZL] SZL,[EUR] EUR,1,0.05063,01/03/2025
[SGD] SGD,[GBP] GBP,1,0.57827,01/03/2025
[SGD] SGD,[USD] USD,1,0.74928,01/03/2025
[SGD] SGD,[EUR] EUR,1,0.68956,01/03/2025
[SEK] SEK,[GBP] GBP,1,0.07631,01/03/2025
[SEK] SEK,[USD] USD,1,0.09887,01/03/2025
[SEK] SEK,[EUR] EUR,1,0.09099,01/03/2025
[SDG] SDG,[GBP] GBP,1,0.00133,01/03/2025
[SDG] SDG,[USD] USD,1,0.00172,01/03/2025
[SDG] SDG,[EUR] EUR,1,0.00158,01/03/2025
[SCR] SCR,[GBP] GBP,1,0.05123,01/03/2025
[SCR] SCR,[USD] USD,1,0.06638,01/03/2025
[SCR] SCR,[EUR] EUR,1,0.06109,01/03/2025
[SAR] SAR,[GBP] GBP,1,0.2058,01/03/2025
[SAR] SAR,[USD] USD,1,0.26667,01/03/2025
[SAR] SAR,[EUR] EUR,1,0.24541,01/03/2025
[RWF] RWF,[GBP] GBP,1,0.00054,01/03/2025
[RWF] RWF,[USD] USD,1,0.0007,01/03/2025
[RWF] RWF,[EUR] EUR,1,0.00064,01/03/2025
[RUB] RUB,[GBP] GBP,1,0.00922,01/03/2025
[RUB] RUB,[USD] USD,1,0.01195,01/03/2025
[RUB] RUB,[EUR] EUR,1,0.011,01/03/2025
[RSD] RSD,[GBP] GBP,1,0.00714,01/03/2025
[RSD] RSD,[USD] USD,1,0.00925,01/03/2025
[RSD] RSD,[EUR] EUR,1,0.00851,01/03/2025
[RON] RON,[GBP] GBP,1,0.16836,01/03/2025
[RON] RON,[USD] USD,1,0.21814,01/03/2025
[RON] RON,[EUR] EUR,1,0.20076,01/03/2025
[QAR] QAR,[GBP] GBP,1,0.21202,01/03/2025
[QAR] QAR,[USD] USD,1,0.27473,01/03/2025
[QAR] QAR,[EUR] EUR,1,0.25283,01/03/2025
[PYG] PYG,[GBP] GBP,1,0.0001,01/03/2025
[PYG] PYG,[USD] USD,1,0.00013,01/03/2025
[PYG] PYG,[EUR] EUR,1,0.00012,01/03/2025
[PLN] PLN,[GBP] GBP,1,0.20019,01/03/2025
[PLN] PLN,[USD] USD,1,0.25939,01/03/2025
[PLN] PLN,[EUR] EUR,1,0.23872,01/03/2025
[PKR] PKR,[GBP] GBP,1,0.00275,01/03/2025
[PKR] PKR,[USD] USD,1,0.00356,01/03/2025
[PKR] PKR,[EUR] EUR,1,0.00328,01/03/2025
[PHP] PHP,[GBP] GBP,1,0.01347,01/03/2025
[PHP] PHP,[USD] USD,1,0.01745,01/03/2025
[PHP] PHP,[EUR] EUR,1,0.01606,01/03/2025
[PGK] PGK,[GBP] GBP,1,0.18575,01/03/2025
[PGK] PGK,[USD] USD,1,0.24069,01/03/2025
[PGK] PGK,[EUR] EUR,1,0.2215,01/03/2025
[OMR] OMR,[GBP] GBP,1,2.00719,01/03/2025
[OMR] OMR,[USD] USD,1,2.60078,01/03/2025
[OMR] OMR,[EUR] EUR,1,2.39349,01/03/2025
[NZD] NZD,[GBP] GBP,1,0.44512,01/03/2025
[NZD] NZD,[USD] USD,1,0.57675,01/03/2025
[NZD] NZD,[EUR] EUR,1,0.5308,01/03/2025
[NPR] NPR,[GBP] GBP,1,0.00559,01/03/2025
[NPR] NPR,[USD] USD,1,0.00725,01/03/2025
[NPR] NPR,[EUR] EUR,1,0.00667,01/03/2025
[NOK] NOK,[GBP] GBP,1,0.07309,01/03/2025
[NOK] NOK,[USD] USD,1,0.0947,01/03/2025
[NOK] NOK,[EUR] EUR,1,0.08715,01/03/2025
[NGN] NGN,[GBP] GBP,1,0.0005,01/03/2025
[NGN] NGN,[USD] USD,1,0.00065,01/03/2025
[NGN] NGN,[EUR] EUR,1,0.0006,01/03/2025
[NAD] NAD,[GBP] GBP,1,0.04246,01/03/2025
[NAD] NAD,[USD] USD,1,0.05502,01/03/2025
[NAD] NAD,[EUR] EUR,1,0.05063,01/03/2025
[MZN] MZN,[GBP] GBP,1,0.01196,01/03/2025
[MZN] MZN,[USD] USD,1,0.0155,01/03/2025
[MZN] MZN,[EUR] EUR,1,0.01427,01/03/2025
[MYR] MYR,[GBP] GBP,1,0.17403,01/03/2025
[MYR] MYR,[USD] USD,1,0.2255,01/03/2025
[MYR] MYR,[EUR] EUR,1,0.20752,01/03/2025
[MXN] MXN,[GBP] GBP,1,0.0384,01/03/2025
[MXN] MXN,[USD] USD,1,0.04975,01/03/2025
[MXN] MXN,[EUR] EUR,1,0.04579,01/03/2025
[MWK] MWK,[GBP] GBP,1,0.00044,01/03/2025
[MWK] MWK,[USD] USD,1,0.00057,01/03/2025
[MWK] MWK,[EUR] EUR,1,0.00053,01/03/2025
[MUR] MUR,[GBP] GBP,1,0.01676,01/03/2025
[MUR] MUR,[USD] USD,1,0.02171,01/03/2025
[MUR] MUR,[EUR] EUR,1,0.01998,01/03/2025
[MRU] MRU,[GBP] GBP,1,0.01944,01/03/2025
[MRU] MRU,[USD] USD,1,0.02519,01/03/2025
[MRU] MRU,[EUR] EUR,1,0.02318,01/03/2025
[MNT] MNT,[GBP] GBP,1,0.00022,01/03/2025
[MNT] MNT,[USD] USD,1,0.00029,01/03/2025
[MNT] MNT,[EUR] EUR,1,0.00026,01/03/2025
[MKD] MKD,[GBP] GBP,1,0.01359,01/03/2025
[MKD] MKD,[USD] USD,1,0.01761,01/03/2025
[MKD] MKD,[EUR] EUR,1,0.01621,01/03/2025
[MGA] MGA,[GBP] GBP,1,0.00016,01/03/2025
[MGA] MGA,[USD] USD,1,0.00021,01/03/2025
[MGA] MGA,[EUR] EUR,1,0.0002,01/03/2025
[MAD] MAD,[GBP] GBP,1,0.07942,01/03/2025
[MAD] MAD,[USD] USD,1,0.10291,01/03/2025
[MAD] MAD,[EUR] EUR,1,0.0947,01/03/2025
[LKR] LKR,[GBP] GBP,1,0.00257,01/03/2025
[LKR] LKR,[USD] USD,1,0.00333,01/03/2025
[LKR] LKR,[EUR] EUR,1,0.00306,01/03/2025
[KZT] KZT,[GBP] GBP,1,0.00154,01/03/2025
[KZT] KZT,[USD] USD,1,0.002,01/03/2025
[KZT] KZT,[EUR] EUR,1,0.00184,01/03/2025
[KWD] KWD,[GBP] GBP,1,2.50006,01/03/2025
[KWD] KWD,[USD] USD,1,3.2395,01/03/2025
[KWD] KWD,[EUR] EUR,1,2.98125,01/03/2025
[KRW] KRW,[GBP] GBP,1,0.00053,01/03/2025
[KRW] KRW,[USD] USD,1,0.00068,01/03/2025
[KRW] KRW,[EUR] EUR,1,0.00063,01/03/2025
[KES] KES,[GBP] GBP,1,0.00593,01/03/2025
[KES] KES,[USD] USD,1,0.00768,01/03/2025
[KES] KES,[EUR] EUR,1,0.00707,01/03/2025
[JPY] JPY,[GBP] GBP,1,0.00517,01/03/2025
[JPY] JPY,[USD] USD,1,0.00669,01/03/2025
[JPY] JPY,[EUR] EUR,1,0.00616,01/03/2025
[JOD] JOD,[GBP] GBP,1,1.08853,01/03/2025
[JOD] JOD,[USD] USD,1,1.41044,01/03/2025
[JOD] JOD,[EUR] EUR,1,1.29803,01/03/2025
[JMD] JMD,[GBP] GBP,1,0.0049,01/03/2025
[JMD] JMD,[USD] USD,1,0.00634,01/03/2025
[JMD] JMD,[EUR] EUR,1,0.00584,01/03/2025
[ISK] ISK,[GBP] GBP,1,0.00578,01/03/2025
[ISK] ISK,[USD] USD,1,0.00749,01/03/2025
[ISK] ISK,[EUR] EUR,1,0.00689,01/03/2025
[IRR] IRR,[GBP] GBP,1,0,01/03/2025
[IRR] IRR,[USD] USD,1,0,01/03/2025
[IRR] IRR,[EUR] EUR,1,0,01/03/2025
[INR] INR,[GBP] GBP,1,0.00895,01/03/2025
[INR] INR,[USD] USD,1,0.0116,01/03/2025
[INR] INR,[EUR] EUR,1,0.01067,01/03/2025
[ILS] ILS,[GBP] GBP,1,0.20964,01/03/2025
[ILS] ILS,[USD] USD,1,0.27164,01/03/2025
[ILS] ILS,[EUR] EUR,1,0.24999,01/03/2025
[IDR] IDR,[GBP] GBP,1,0.00005,01/03/2025
